file,line_at_b8e036a8,test_or_gate,declared_purpose,audit_scope
tests/test_wfn_rpoints_and_indexed_gflat.py,356,test_psi_g_store_ibz_domain_holds_parent_rows,,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,134,test_to_box_ibz_synth,,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,138,test_to_box_full_bz_synth,,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,142,test_to_box_ibz_mos2,,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,146,test_to_box_full_bz_mos2,,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,150,test_to_box_empty_cells_are_zero,FFT-box cells outside the G-sphere must be exactly zero.,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,170,test_to_rbox_matches_ifft_of_to_box,,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,183,test_to_rmu_matches_rbox_take,,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,206,test_to_rchunk_matches_rbox_flat_slab,,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,222,test_to_rchunk_rejects_out_of_bounds,,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,237,test_to_rchunk_inner_matches_to_rchunk_no_phase,to_rchunk_inner is the shard_map-less body of to_rchunk.  On a,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,255,test_to_rchunk_inner_matches_to_rchunk_with_phase,Bloch-phase branch — apply_bloch_phase_on_slice should run,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,278,test_to_rchunk_inner_traced_r0,The r0 arg must accept a traced scalar — the eventual Path D,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,305,test_to_rmu_inner_matches_to_rmu_no_phase,to_rmu_inner is the shard_map-less body of to_rmu.  On a 1×1,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,331,test_to_rmu_inner_matches_to_rmu_with_phase,Bloch-phase branch — applied to the full FFT box before the,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,383,test_gflat_to_rmu_no_phase,One shard_map+scan call equals the bc-loop + concatenate path,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,410,test_gflat_to_rmu_with_phase,Bloch-phase branch — apply_bloch_phase semantics (sign=+1) on,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,440,test_gflat_to_rmu_chunked_matches_oneshot,chunk_size sweep — every choice (incl. one that triggers,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,474,test_gflat_to_rmu_runtime_k_and_centroid_operands_share_one_family,Same-shaped k and centroid values vary without one JIT per tile.,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,517,test_streamed_centroid_transfer_matches_bulk,Two-dimensional WFN tiles preserve the public centroid faces.,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,636,test_k1_stream_reuses_real_multichild_parents_and_keeps_one_k_fft,"The production schedule reduces real WFN reads, not FFT count.",census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,801,test_pad_rows_dont_leak_into_box,"Force the band-pad case (replicated, no mesh → no band pad), and",census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,827,test_apply_bloch_phase_matches_4d_reference,The separable 1D-factor application of exp(2πi k·r) must,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,857,test_to_box_shape,,census only; classification in gate_blindness.md
tests/test_wfn_transforms.py,870,test_get_enk_bandrange_default_nspinor_is_read_from_the_wfn,``nspinor=2`` as a hardcoded DEFAULT was silent-wrong on an,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,144,test_cri3_asymmetric_physical_ranges_exclude_the_p16_carrier_pad,"Schema 2 records physics, not the mesh-dependent b4=256 carrier.",census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,166,test_legacy_stamp_reused_by_legacy_value_run,,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,172,test_legacy_stamp_refits_for_rank_truncate_family,,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,181,test_8b02c72_tier_exception_regression,,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,195,test_tau_change_refits_within_family,,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,203,test_matching_stamp_reused,,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,209,test_pre_pair_domain_charge_stamp_refits,An LR-only asymmetric charge zeta is not valid for the closed domain.,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,221,test_pair_domain_stamp_changes_only_asymmetric_charge,,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,233,test_logical_band_ranges_are_mesh_invariant_and_physics_sensitive,Zero pad endpoints vary with P; the explicit logical window does not.,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,255,test_legacy_same_padding_cannot_prove_logical_stop,"[0,256] in schema 1 is ambiguous between logical 250 and 256.",census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,272,test_refit_consumer_reads_each_schema_at_its_declared_range,BSE reproduction reads schema 2 logically and schema 1 historically.,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,288,test_provenance_collapse_nonbispinor_and_ridge_tau,,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,303,test_pauli_charge_reuses_off_charge_stamp_but_raw4_tt_stays_pinned,"Carrier identity, not the enclosing four-current policy, owns zeta.",census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,327,test_bispinor_stamp_requires_transverse_identity,A bispinor stamp that does not name its transverse basis is the,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,336,test_transverse_keys_present_for_bispinor_and_none_otherwise,,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,347,test_transverse_centroid_table_change_refits,"Same COUNT, different POINTS: the count-only check passes and the",census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,362,test_transverse_count_change_refits,,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,371,test_distributed_lu_change_refits,A ζ_T fit under ScaLAPACK's block-cyclic LU is a different gauge,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,383,test_transverse_solver_kind_change_refits,"Same deck strings, different RESOLVED kind (the GPU `auto`",census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,396,test_pre_20260804_stamp_reused_by_charge_run_refit_by_bispinor,"The legacy exception for the four new keys, both directions.",census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,413,test_added_key_equal_to_its_legacy_default_still_reuses,"REGRESSION (found by this suite on 2026-08-04, job 7888522).",census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,437,test_stamp_from_a_newer_lorrax_gets_no_exception,A stamp carrying a key this build does not write came from a,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,450,test_real_input_change_alongside_a_legacy_gap_still_refits,A shared key that genuinely differs defeats the exception even,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,465,test_per_vertex_stamps_differ_only_in_vertex_and_mu,One bispinor configuration produces four channel-specific stamps.,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,483,test_dataset_extent_probe_declines_reuse,A good header over a ζ of the wrong μ extent must not be reused,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,545,test_symlinked_wfn_is_the_same_file_and_reuses,"RED TWIN 1 — one file, two spellings: REUSE.",census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,566,test_two_staging_links_to_one_wfn_reuse,The production shape: consecutive legs each stage the same WFN,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,584,test_different_wfn_at_a_new_path_still_refits,"RED TWIN 2 — two genuinely different files: REFIT, naming BOTH.",census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,605,test_repointed_symlink_refits,"The same spelling, repointed at a different file, is NOT reuse.",census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,634,test_hardlinked_wfn_reuses,"Two names, two resolved paths, ONE inode: still one file.",census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,650,test_spelling_difference_composes_with_the_legacy_key_exception,A stamp that BOTH predates keys and was written under another,census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,669,test_stamp_records_the_resolved_path,"The stamp itself is written resolved, so a leg launched through a",census only; classification in gate_blindness.md
tests/test_zeta_provenance_matrix.py,681,test_spelling_exception_does_not_absorb_a_real_input_change,The spelling arm must not become a way for other changes to ride,census only; classification in gate_blindness.md
tests/test_zq_from_psi_sm_bit_identity.py,334,test_g1_1_charge_multi_bc,"Main G1.1: nb_total=8, 2 bcs of 4 bands, L=R=(0,8) (full).",census only; classification in gate_blindness.md
tests/test_zq_from_psi_sm_bit_identity.py,356,test_g1_1a_single_bc,,census only; classification in gate_blindness.md
tests/test_zq_from_psi_sm_bit_identity.py,369,test_hoisted_psi_r_cache_matches_streaming_path,"Cache construction changes lifetime and placement, not arithmetic.",census only; classification in gate_blindness.md
tests/test_zq_from_psi_sm_bit_identity.py,404,test_g1_1b_short_final_bc,,census only; classification in gate_blindness.md
tests/test_zq_from_psi_sm_bit_identity.py,422,test_g1_1c_asymmetric_lr,,census only; classification in gate_blindness.md
tests/test_zq_from_psi_sm_bit_identity.py,442,test_g1_1d_bispinor_gamma1,,census only; classification in gate_blindness.md
tests/test_zq_from_psi_sm_bit_identity.py,471,test_g1_1e_pseudobands_pre_divide,,census only; classification in gate_blindness.md
tests/test_zq_from_psi_sm_bit_identity.py,529,test_zero_user_band_pad_in_shard_zeros_only_requested_pad_slots,,census only; classification in gate_blindness.md
tests/test_zq_from_psi_sm_bit_identity.py,546,test_zero_user_band_pad_in_shard_returns_original_when_no_pad_owned,,census only; classification in gate_blindness.md
